"id","scientific_name","common_name","latitude","longitude","iso_country_code","taxon_id","year","basis_of_record","provider","resource","occurrence_date","collector","SPACER","ID","SpeciesCode","Date","StartEasting","StartNorthing","StartZone","Observers","Method","Count","tsn","Genus","Species","SubSpecies","CommonName","scientificName","scientificName_clean","Kingdom","Phylum","Class","Order","Family","taxonRank","Year","Month","Day","BasisOfRecord","institutionCode","collectionCode","DD_Longitude","DD_Latitude"
85,"Eleutherodactylus cochranae","whistling frog",18.3037868274258,-64.7028653134782,"VI",173557,2001,"observation","BISON","USGS Southeast Ecological Science Center - Virgin Islands Herpetofauna 2001-2002","2001-02-12",,"<--BISON | GBIF-->",85,"Eco","2001-02-12",320020,2024636,20,,"Visual Encounter",5,173557,"Elutherodactylus","cochranae",,"whistling frog","Elutherodactylus cochranae","Eleutherodactylus cochranae","Animalia","Chordata","Amphibia","Anura","Eleutherodactylidae","Species",2001,2,12,"Human Observation","BISON","USGS Southeast Ecological Science Center - Virgin Islands Herpetofauna 2001-2002",-64.7028653134782,18.3037868274258
86,"Eleutherodactylus cochranae","whistling frog",18.3205440517059,-64.727313086886,"VI",173557,2002,"observation","BISON","USGS Southeast Ecological Science Center - Virgin Islands Herpetofauna 2001-2002","2002-05-20",,"<--BISON | GBIF-->",86,"Eco","2002-05-20",317453,2026515,20,,"Vocalization",1,173557,"Elutherodactylus","cochranae",,"whistling frog","Elutherodactylus cochranae","Eleutherodactylus cochranae","Animalia","Chordata","Amphibia","Anura","Eleutherodactylidae","Species",2002,5,20,"Human Observation","BISON","USGS Southeast Ecological Science Center - Virgin Islands Herpetofauna 2001-2002",-64.727313086886,18.3205440517059
87,"Eleutherodactylus cochranae","whistling frog",18.3101188761689,-64.7060772348953,"VI",173557,2001,"observation","BISON","USGS Southeast Ecological Science Center - Virgin Islands Herpetofauna 2001-2002","2001-02-12",,"<--BISON | GBIF-->",87,"Eco","2001-02-12",319687,2025340,20,,"Visual Encounter",1,173557,"Elutherodactylus","cochranae",,"whistling frog","Elutherodactylus cochranae","Eleutherodactylus cochranae","Animalia","Chordata","Amphibia","Anura","Eleutherodactylidae","Species",2001,2,12,"Human Observation","BISON","USGS Southeast Ecological Science Center - Virgin Islands Herpetofauna 2001-2002",-64.7060772348953,18.3101188761689
88,"Eleutherodactylus cochranae","whistling frog",18.3205440517059,-64.727313086886,"VI",173557,2001,"observation","BISON","USGS Southeast Ecological Science Center - Virgin Islands Herpetofauna 2001-2002","2001-10-20",,"<--BISON | GBIF-->",88,"Eco","2001-10-20",317453,2026515,20,,"Visual Encounter",4,173557,"Elutherodactylus","cochranae",,"whistling frog","Elutherodactylus cochranae","Eleutherodactylus cochranae","Animalia","Chordata","Amphibia","Anura","Eleutherodactylidae","Species",2001,10,20,"Human Observation","BISON","USGS Southeast Ecological Science Center - Virgin Islands Herpetofauna 2001-2002",-64.727313086886,18.3205440517059
89,"Eleutherodactylus cochranae","whistling frog",18.3472915133379,-64.7417803528831,"VI",173557,2001,"observation","BISON","USGS Southeast Ecological Science Center - Virgin Islands Herpetofauna 2001-2002","2001-10-17",,"<--BISON | GBIF-->",89,"Eco","2001-10-17",315952,2029490,20,,"Visual Encounter",3,173557,"Elutherodactylus","cochranae",,"whistling frog","Elutherodactylus cochranae","Eleutherodactylus cochranae","Animalia","Chordata","Amphibia","Anura","Eleutherodactylidae","Species",2001,10,17,"Human Observation","BISON","USGS Southeast Ecological Science Center - Virgin Islands Herpetofauna 2001-2002",-64.7417803528831,18.3472915133379
90,"Eleutherodactylus cochranae","whistling frog",18.338042956501,-64.7873075472477,"VI",173557,2001,"observation","BISON","USGS Southeast Ecological Science Center - Virgin Islands Herpetofauna 2001-2002","2001-10-22",,"<--BISON | GBIF-->",90,"Eco","2001-10-22",311130,2028513,20,,"Visual Encounter",8,173557,"Elutherodactylus","cochranae",,"whistling frog","Elutherodactylus cochranae","Eleutherodactylus cochranae","Animalia","Chordata","Amphibia","Anura","Eleutherodactylidae","Species",2001,10,22,"Human Observation","BISON","USGS Southeast Ecological Science Center - Virgin Islands Herpetofauna 2001-2002",-64.7873075472477,18.338042956501
91,"Eleutherodactylus cochranae","whistling frog",18.352741434218,-64.753397126992,"VI",173557,2001,"observation","BISON","USGS Southeast Ecological Science Center - Virgin Islands Herpetofauna 2001-2002","2001-10-23",,"<--BISON | GBIF-->",91,"Eco","2001-10-23",314730,2030105,20,,"Visual Encounter",1,173557,"Elutherodactylus","cochranae",,"whistling frog","Elutherodactylus cochranae","Eleutherodactylus cochranae","Animalia","Chordata","Amphibia","Anura","Eleutherodactylidae","Species",2001,10,23,"Human Observation","BISON","USGS Southeast Ecological Science Center - Virgin Islands Herpetofauna 2001-2002",-64.753397126992,18.352741434218
93,"Leptodactylus albilabris","white-lipped frog",18.3226269717681,-64.7327543866937,"VI",173577,2001,"observation","BISON","USGS Southeast Ecological Science Center - Virgin Islands Herpetofauna 2001-2002","2001-02-09",,"<--BISON | GBIF-->",93,"Lab","2001-02-09",316880,2026751,20,,"Vocalization",1,173577,"Leptodactylus","albilabris",,"white-lipped frog","Leptodactylus albilabris","Leptodactylus albilabris","Animalia","Chordata","Amphibia","Anura","Leptodactylidae","Species",2001,2,9,"Human Observation","BISON","USGS Southeast Ecological Science Center - Virgin Islands Herpetofauna 2001-2002",-64.7327543866937,18.3226269717681
94,"Leptodactylus albilabris","white-lipped frog",18.3220295739621,-64.7585458129072,"VI",173577,2002,"observation","BISON","USGS Southeast Ecological Science Center - Virgin Islands Herpetofauna 2001-2002","2002-05-22","J Hardin Waddle/Kenneth G Rice/Marquette E Crockett/Andy J Maskell","<--BISON | GBIF-->",94,"Lab","2002-05-22",314153,2026711,20,"J Hardin Waddle/Kenneth G Rice/Marquette E Crockett/Andy J Maskell","Vocalization",1,173577,"Leptodactylus","albilabris",,"white-lipped frog","Leptodactylus albilabris","Leptodactylus albilabris","Animalia","Chordata","Amphibia","Anura","Leptodactylidae","Species",2002,5,22,"Human Observation","BISON","USGS Southeast Ecological Science Center - Virgin Islands Herpetofauna 2001-2002",-64.7585458129072,18.3220295739621
95,"Leptodactylus albilabris","white-lipped frog",18.3205440517059,-64.727313086886,"VI",173577,2002,"observation","BISON","USGS Southeast Ecological Science Center - Virgin Islands Herpetofauna 2001-2002","2002-05-20",,"<--BISON | GBIF-->",95,"Lab","2002-05-20",317453,2026515,20,,"Vocalization",1,173577,"Leptodactylus","albilabris",,"white-lipped frog","Leptodactylus albilabris","Leptodactylus albilabris","Animalia","Chordata","Amphibia","Anura","Leptodactylidae","Species",2002,5,20,"Human Observation","BISON","USGS Southeast Ecological Science Center - Virgin Islands Herpetofauna 2001-2002",-64.727313086886,18.3205440517059
96,"Leptodactylus albilabris","white-lipped frog",18.3265396207921,-64.764239114121,"VI",173577,2002,"observation","BISON","USGS Southeast Ecological Science Center - Virgin Islands Herpetofauna 2001-2002","2002-05-21","J Hardin Waddle/Kenneth G Rice/Marquette E Crockett/Andy J Maskell","<--BISON | GBIF-->",96,"Lab","2002-05-21",313556,2027216,20,"J Hardin Waddle/Kenneth G Rice/Marquette E Crockett/Andy J Maskell","Vocalization",1,173577,"Leptodactylus","albilabris",,"white-lipped frog","Leptodactylus albilabris","Leptodactylus albilabris","Animalia","Chordata","Amphibia","Anura","Leptodactylidae","Species",2002,5,21,"Human Observation","BISON","USGS Southeast Ecological Science Center - Virgin Islands Herpetofauna 2001-2002",-64.764239114121,18.3265396207921
97,"Leptodactylus albilabris","white-lipped frog",18.3226269717681,-64.7327543866937,"VI",173577,2001,"observation","BISON","USGS Southeast Ecological Science Center - Virgin Islands Herpetofauna 2001-2002","2001-10-20",,"<--BISON | GBIF-->",97,"Lab","2001-10-20",316880,2026751,20,,"Visual Encounter",3,173577,"Leptodactylus","albilabris",,"white-lipped frog","Leptodactylus albilabris","Leptodactylus albilabris","Animalia","Chordata","Amphibia","Anura","Leptodactylidae","Species",2001,10,20,"Human Observation","BISON","USGS Southeast Ecological Science Center - Virgin Islands Herpetofauna 2001-2002",-64.7327543866937,18.3226269717681
98,"Leptodactylus albilabris","white-lipped frog",18.3520194065024,-64.7533141463049,"VI",173577,2001,"observation","BISON","USGS Southeast Ecological Science Center - Virgin Islands Herpetofauna 2001-2002","2001-10-23",,"<--BISON | GBIF-->",98,"Lab","2001-10-23",314738,2030025,20,,"Visual Encounter",2,173577,"Leptodactylus","albilabris",,"white-lipped frog","Leptodactylus albilabris","Leptodactylus albilabris","Animalia","Chordata","Amphibia","Anura","Leptodactylidae","Species",2001,10,23,"Human Observation","BISON","USGS Southeast Ecological Science Center - Virgin Islands Herpetofauna 2001-2002",-64.7533141463049,18.3520194065024
99,"Leptodactylus albilabris","white-lipped frog",18.3265396207921,-64.764239114121,"VI",173577,2001,"observation","BISON","USGS Southeast Ecological Science Center - Virgin Islands Herpetofauna 2001-2002","2001-02-07",,"<--BISON | GBIF-->",99,"Lab","2001-02-07",313556,2027216,20,,"Vocalization",1,173577,"Leptodactylus","albilabris",,"white-lipped frog","Leptodactylus albilabris","Leptodactylus albilabris","Animalia","Chordata","Amphibia","Anura","Leptodactylidae","Species",2001,2,7,"Human Observation","BISON","USGS Southeast Ecological Science Center - Virgin Islands Herpetofauna 2001-2002",-64.764239114121,18.3265396207921
100,"Leptodactylus albilabris","white-lipped frog",18.3453739856928,-64.7723870649933,"VI",173577,2002,"observation","BISON","USGS Southeast Ecological Science Center - Virgin Islands Herpetofauna 2001-2002","2002-05-19","J Hardin Waddle/Kenneth G Rice/Marquette E Crockett/Andy J Maskell","<--BISON | GBIF-->",100,"Lab","2002-05-19",312715,2029309,20,"J Hardin Waddle/Kenneth G Rice/Marquette E Crockett/Andy J Maskell","Vocalization",1,173577,"Leptodactylus","albilabris",,"white-lipped frog","Leptodactylus albilabris","Leptodactylus albilabris","Animalia","Chordata","Amphibia","Anura","Leptodactylidae","Species",2002,5,19,"Human Observation","BISON","USGS Southeast Ecological Science Center - Virgin Islands Herpetofauna 2001-2002",-64.7723870649933,18.3453739856928
101,"Leptodactylus albilabris","white-lipped frog",18.3205440517059,-64.727313086886,"VI",173577,2001,"observation","BISON","USGS Southeast Ecological Science Center - Virgin Islands Herpetofauna 2001-2002","2001-10-20",,"<--BISON | GBIF-->",101,"Lab","2001-10-20",317453,2026515,20,,"Visual Encounter",5,173577,"Leptodactylus","albilabris",,"white-lipped frog","Leptodactylus albilabris","Leptodactylus albilabris","Animalia","Chordata","Amphibia","Anura","Leptodactylidae","Species",2001,10,20,"Human Observation","BISON","USGS Southeast Ecological Science Center - Virgin Islands Herpetofauna 2001-2002",-64.727313086886,18.3205440517059
102,"Leptodactylus albilabris","white-lipped frog",18.3224568811021,-64.7621732906957,"VI",173577,2002,"observation","BISON","USGS Southeast Ecological Science Center - Virgin Islands Herpetofauna 2001-2002","2002-05-21","J Hardin Waddle/Kenneth G Rice/Marquette E Crockett/Andy J Maskell","<--BISON | GBIF-->",102,"Lab","2002-05-21",313770,2026762,20,"J Hardin Waddle/Kenneth G Rice/Marquette E Crockett/Andy J Maskell","Vocalization",2,173577,"Leptodactylus","albilabris",,"white-lipped frog","Leptodactylus albilabris","Leptodactylus albilabris","Animalia","Chordata","Amphibia","Anura","Leptodactylidae","Species",2002,5,21,"Human Observation","BISON","USGS Southeast Ecological Science Center - Virgin Islands Herpetofauna 2001-2002",-64.7621732906957,18.3224568811021
103,"Leptodactylus albilabris","white-lipped frog",18.352741434218,-64.753397126992,"VI",173577,2001,"observation","BISON","USGS Southeast Ecological Science Center - Virgin Islands Herpetofauna 2001-2002","2001-10-23",,"<--BISON | GBIF-->",103,"Lab","2001-10-23",314730,2030105,20,,"Visual Encounter",1,173577,"Leptodactylus","albilabris",,"white-lipped frog","Leptodactylus albilabris","Leptodactylus albilabris","Animalia","Chordata","Amphibia","Anura","Leptodactylidae","Species",2001,10,23,"Human Observation","BISON","USGS Southeast Ecological Science Center - Virgin Islands Herpetofauna 2001-2002",-64.753397126992,18.352741434218
104,"Leptodactylus albilabris","white-lipped frog",18.3661711159385,-64.7411654106217,"VI",173577,2001,"observation","BISON","USGS Southeast Ecological Science Center - Virgin Islands Herpetofauna 2001-2002","2001-10-16",,"<--BISON | GBIF-->",104,"Lab","2001-10-16",316037,2031579,20,,"Visual Encounter",1,173577,"Leptodactylus","albilabris",,"white-lipped frog","Leptodactylus albilabris","Leptodactylus albilabris","Animalia","Chordata","Amphibia","Anura","Leptodactylidae","Species",2001,10,16,"Human Observation","BISON","USGS Southeast Ecological Science Center - Virgin Islands Herpetofauna 2001-2002",-64.7411654106217,18.3661711159385
105,"Leptodactylus albilabris","white-lipped frog",18.3683731976216,-64.7463634993568,"VI",173577,2001,"observation","BISON","USGS Southeast Ecological Science Center - Virgin Islands Herpetofauna 2001-2002","2001-10-16",,"<--BISON | GBIF-->",105,"Lab","2001-10-16",315490,2031828,20,,"Visual Encounter",1,173577,"Leptodactylus","albilabris",,"white-lipped frog","Leptodactylus albilabris","Leptodactylus albilabris","Animalia","Chordata","Amphibia","Anura","Leptodactylidae","Species",2001,10,16,"Human Observation","BISON","USGS Southeast Ecological Science Center - Virgin Islands Herpetofauna 2001-2002",-64.7463634993568,18.3683731976216
106,"Leptodactylus albilabris","white-lipped frog",18.3220295739621,-64.7585458129072,"VI",173577,2002,"observation","BISON","USGS Southeast Ecological Science Center - Virgin Islands Herpetofauna 2001-2002","2002-05-22","J Hardin Waddle/Kenneth G Rice/Marquette E Crockett/Andy J Maskell","<--BISON | GBIF-->",106,"Lab","2002-05-22",314153,2026711,20,"J Hardin Waddle/Kenneth G Rice/Marquette E Crockett/Andy J Maskell","Visual Encounter",1,173577,"Leptodactylus","albilabris",,"white-lipped frog","Leptodactylus albilabris","Leptodactylus albilabris","Animalia","Chordata","Amphibia","Anura","Leptodactylidae","Species",2002,5,22,"Human Observation","BISON","USGS Southeast Ecological Science Center - Virgin Islands Herpetofauna 2001-2002",-64.7585458129072,18.3220295739621
107,"Leptodactylus albilabris","white-lipped frog",18.3224568811021,-64.7621732906957,"VI",173577,2002,"observation","BISON","USGS Southeast Ecological Science Center - Virgin Islands Herpetofauna 2001-2002","2002-05-21","J Hardin Waddle/Kenneth G Rice/Marquette E Crockett/Andy J Maskell","<--BISON | GBIF-->",107,"Lab","2002-05-21",313770,2026762,20,"J Hardin Waddle/Kenneth G Rice/Marquette E Crockett/Andy J Maskell","Visual Encounter",3,173577,"Leptodactylus","albilabris",,"white-lipped frog","Leptodactylus albilabris","Leptodactylus albilabris","Animalia","Chordata","Amphibia","Anura","Leptodactylidae","Species",2002,5,21,"Human Observation","BISON","USGS Southeast Ecological Science Center - Virgin Islands Herpetofauna 2001-2002",-64.7621732906957,18.3224568811021
108,"Leptodactylus albilabris","white-lipped frog",18.3400871031005,-64.7332500191065,"VI",173577,2001,"observation","BISON","USGS Southeast Ecological Science Center - Virgin Islands Herpetofauna 2001-2002","2001-10-21",,"<--BISON | GBIF-->",108,"Lab","2001-10-21",316846,2028684,20,,"Visual Encounter",2,173577,"Leptodactylus","albilabris",,"white-lipped frog","Leptodactylus albilabris","Leptodactylus albilabris","Animalia","Chordata","Amphibia","Anura","Leptodactylidae","Species",2001,10,21,"Human Observation","BISON","USGS Southeast Ecological Science Center - Virgin Islands Herpetofauna 2001-2002",-64.7332500191065,18.3400871031005
109,"Leptodactylus albilabris","white-lipped frog",18.3265396207921,-64.764239114121,"VI",173577,2002,"observation","BISON","USGS Southeast Ecological Science Center - Virgin Islands Herpetofauna 2001-2002","2002-05-21","J Hardin Waddle/Kenneth G Rice/Marquette E Crockett/Andy J Maskell","<--BISON | GBIF-->",109,"Lab","2002-05-21",313556,2027216,20,"J Hardin Waddle/Kenneth G Rice/Marquette E Crockett/Andy J Maskell","Visual Encounter",10,173577,"Leptodactylus","albilabris",,"white-lipped frog","Leptodactylus albilabris","Leptodactylus albilabris","Animalia","Chordata","Amphibia","Anura","Leptodactylidae","Species",2002,5,21,"Human Observation","BISON","USGS Southeast Ecological Science Center - Virgin Islands Herpetofauna 2001-2002",-64.764239114121,18.3265396207921
110,"Osteopilus septentrionalis","Cuban treefrog",18.3453739856928,-64.7723870649933,"VI",173538,2002,"observation","BISON","USGS Southeast Ecological Science Center - Virgin Islands Herpetofauna 2001-2002","2002-05-19","J Hardin Waddle/Kenneth G Rice/Marquette E Crockett/Andy J Maskell","<--BISON | GBIF-->",110,"Ose","2002-05-19",312715,2029309,20,"J Hardin Waddle/Kenneth G Rice/Marquette E Crockett/Andy J Maskell","Visual Encounter",3,173538,"Osteopilus","septentrionalis",,"Cuban treefrog","Osteopilus septentrionalis","Osteopilus septentrionalis","Animalia","Chordata","Amphibia","Anura","Hylidae","Species",2002,5,19,"Human Observation","BISON","USGS Southeast Ecological Science Center - Virgin Islands Herpetofauna 2001-2002",-64.7723870649933,18.3453739856928
111,"Osteopilus septentrionalis","Cuban treefrog",18.3129489711528,-64.7068522758827,"VI",173538,2002,"observation","BISON","USGS Southeast Ecological Science Center - Virgin Islands Herpetofauna 2001-2002","2002-05-20","J Hardin Waddle/Kenneth G Rice/Marquette E Crockett/Andy J Maskell","<--BISON | GBIF-->",111,"Ose","2002-05-20",319608,2025654,20,"J Hardin Waddle/Kenneth G Rice/Marquette E Crockett/Andy J Maskell","Visual Encounter",1,173538,"Osteopilus","septentrionalis",,"Cuban treefrog","Osteopilus septentrionalis","Osteopilus septentrionalis","Animalia","Chordata","Amphibia","Anura","Hylidae","Species",2002,5,20,"Human Observation","BISON","USGS Southeast Ecological Science Center - Virgin Islands Herpetofauna 2001-2002",-64.7068522758827,18.3129489711528
112,"Osteopilus septentrionalis","Cuban treefrog",18.352741434218,-64.753397126992,"VI",173538,2001,"observation","BISON","USGS Southeast Ecological Science Center - Virgin Islands Herpetofauna 2001-2002","2001-02-06",,"<--BISON | GBIF-->",112,"Ose","2001-02-06",314730,2030105,20,,"Visual Encounter",1,173538,"Osteopilus","septentrionalis",,"Cuban treefrog","Osteopilus septentrionalis","Osteopilus septentrionalis","Animalia","Chordata","Amphibia","Anura","Hylidae","Species",2001,2,6,"Human Observation","BISON","USGS Southeast Ecological Science Center - Virgin Islands Herpetofauna 2001-2002",-64.753397126992,18.352741434218
113,"Sphaerodactylus macrolepis","common dwarf gecko",18.352741434218,-64.753397126992,"VI",174079,2002,"observation","BISON","USGS Southeast Ecological Science Center - Virgin Islands Herpetofauna 2001-2002","2002-05-22","J Hardin Waddle/Kenneth G Rice/Marquette E Crockett/Andy J Maskell","<--BISON | GBIF-->",113,"Sma","2002-05-22",314730,2030105,20,"J Hardin Waddle/Kenneth G Rice/Marquette E Crockett/Andy J Maskell","Visual Encounter",1,174079,"Sphaerodactylus","macrolepis",,"common dwarf gecko","Sphaerodactylus macrolepis","Sphaerodactylus macrolepis","Animalia","Chordata","Reptilia","Squamata","Sphaerodactylidae","Species",2002,5,22,"Human Observation","BISON","USGS Southeast Ecological Science Center - Virgin Islands Herpetofauna 2001-2002",-64.753397126992,18.352741434218
114,"Sphaerodactylus macrolepis","common dwarf gecko",18.3265396207921,-64.764239114121,"VI",174079,2002,"observation","BISON","USGS Southeast Ecological Science Center - Virgin Islands Herpetofauna 2001-2002","2002-05-21","J Hardin Waddle/Kenneth G Rice/Marquette E Crockett/Andy J Maskell","<--BISON | GBIF-->",114,"Sma","2002-05-21",313556,2027216,20,"J Hardin Waddle/Kenneth G Rice/Marquette E Crockett/Andy J Maskell","Visual Encounter",1,174079,"Sphaerodactylus","macrolepis",,"common dwarf gecko","Sphaerodactylus macrolepis","Sphaerodactylus macrolepis","Animalia","Chordata","Reptilia","Squamata","Sphaerodactylidae","Species",2002,5,21,"Human Observation","BISON","USGS Southeast Ecological Science Center - Virgin Islands Herpetofauna 2001-2002",-64.764239114121,18.3265396207921
115,"Sphaerodactylus macrolepis","common dwarf gecko",18.3224568811021,-64.7621732906957,"VI",174079,2002,"observation","BISON","USGS Southeast Ecological Science Center - Virgin Islands Herpetofauna 2001-2002","2002-05-21","J Hardin Waddle/Kenneth G Rice/Marquette E Crockett/Andy J Maskell","<--BISON | GBIF-->",115,"Sma","2002-05-21",313770,2026762,20,"J Hardin Waddle/Kenneth G Rice/Marquette E Crockett/Andy J Maskell","Visual Encounter",1,174079,"Sphaerodactylus","macrolepis",,"common dwarf gecko","Sphaerodactylus macrolepis","Sphaerodactylus macrolepis","Animalia","Chordata","Reptilia","Squamata","Sphaerodactylidae","Species",2002,5,21,"Human Observation","BISON","USGS Southeast Ecological Science Center - Virgin Islands Herpetofauna 2001-2002",-64.7621732906957,18.3224568811021
116,"Sphaerodactylus macrolepis","common dwarf gecko",18.3220295739621,-64.7585458129072,"VI",174079,2002,"observation","BISON","USGS Southeast Ecological Science Center - Virgin Islands Herpetofauna 2001-2002","2002-05-22","J Hardin Waddle/Kenneth G Rice/Marquette E Crockett/Andy J Maskell","<--BISON | GBIF-->",116,"Sma","2002-05-22",314153,2026711,20,"J Hardin Waddle/Kenneth G Rice/Marquette E Crockett/Andy J Maskell","Visual Encounter",1,174079,"Sphaerodactylus","macrolepis",,"common dwarf gecko","Sphaerodactylus macrolepis","Sphaerodactylus macrolepis","Animalia","Chordata","Reptilia","Squamata","Sphaerodactylidae","Species",2002,5,22,"Human Observation","BISON","USGS Southeast Ecological Science Center - Virgin Islands Herpetofauna 2001-2002",-64.7585458129072,18.3220295739621
